Platform,Domain,Linkedin Company Page,Country,,Continent,Total,Max,Min,Months,,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2
Shopify,https://manabush.com/,https://www.linkedin.com/company/manabush-limited/about/,United Kingdom,,EU,"$8.900,00","$1.500,00","$1.400,00",5,,,,,,,,,,,,,,,,,,,$1.40,$1.50,$1.50,$1.50,$1.50,$1.50
PrestaShop,https://hawkcore.com/,no url,,Website is down,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.aviatorwebsite.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://atelierdesamis.fr/,no url,France,,EU,"$6.000,00","$1.200,00","$1.200,00",4,,,,,,,,,,,,,,,,,,,,$1.20,$1.20,$1.20,$1.20,$1.20
Shopify,https://muddyriverdachshunds.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.excess-fashion.com/,no url,,Website is down,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://einfo.co.nz/,https://www.linkedin.com/company/expert-infotech---india/about/,New Zealand,,,"$10.000,00","$2.000,00","$2.000,00",4,,,,,,,,,,,,,,,,,,,,$2.00,$2.00,$2.00,$2.00,$2.00
Shopify,https://dom-netta.com/,no url,,Couldn't find name of country,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://magefan.com/,no url,Ukraine,,,"$12.000,00","$2.400,00","$2.400,00",4,,,,,,,,,,,,,,,,,,,,$2.40,$2.40,$2.40,$2.40,$2.40
Magento,https://shopsplash.com/,https://www.linkedin.com/search/results/all/?keywords=www.shopsplash.com,United States,,,"$5.500,00","$1.100,00","$1.100,00",4,,,,,,,,,,,,,,,,,,,,$1.10,$1.10,$1.10,$1.10,$1.10
Shopify,https://thebedpower.com/,no url,,Couldn't find name of country,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://viva-led.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://notneutral.com/,https://www.linkedin.com/company/notneutral-inc-,United States,,,"$4.500,00","$900,00","$900,00",4,,,,,,,,,,,,,,,,,,,,$900,$900,$900,$900,$900
Shopify,https://www.aptoskincare.com/,no url,,Couldn't find name of country,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
WooCommerce,https://gaiaethnobotanical.com/,no url,United States,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
WooCommerce,https://discoveryseries.org/,no url,United Kingdom,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
PrestaShop,https://epicprint.de/,no url,Germany,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
WooCommerce,https://jazzastudios.com/,no url,United States,,,"$1.500,00","$300,00","$300,00",4,,,,,,,,,,,,,,,,,,,,$300,$300,$300,$300,$300
WooCommerce,https://bike-urious.com/,no url,United States,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
WooCommerce,https://theadvocates.org/,no url,United States,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
WooCommerce,https://construct101.com/,no url,United States,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
PrestaShop,https://equinoxis.de/,no url,Germany,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
Magento,https://fashionsta.com/,https://www.linkedin.com/company/fashionsta,United States,,,"$1.000,00","$200,00","$200,00",4,,,,,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200
ThirtyBees,https://struerbanegaard.dk/,no url,Denmark,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
ThirtyBees,https://stringspeaker.com/,no url,Japan,,Asia,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
Shopify,https://shabby2chicboutiques.com/,no url,United States,,,"$2.500,00","$500,00","$500,00",4,,,,,,,,,,,,,,,,,,,,$500,$500,$500,$500,$500
PrestaShop,https://eporzellan.de/,no url,Germany,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
PrestaShop,https://entsorgung-elektro.de/,no url,Germany,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
Shopify,https://theman.shop/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://essentiallymeka.com/,no url,,Website is down,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://wynwoodcouture.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://lankatronics.com/,no url,Sri Lanka,,,"$9.100,00","$1.900,00","$1.800,00",4,,,,,,,,,,,,,,,,,,,,$1.90,$1.80,$1.80,$1.80,$1.80
Magento,https://broderbund.com/,https://www.linkedin.com/company/broderbund-software,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://farmmedmarket.com/,no url,United States,,,"$1.000,00","$200,00","$200,00",4,,,,,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200
Shopify,https://reformed-luxury.com,no url,,Couldn't find name of country,,"$1.500,00","$300,00","$300,00",4,,,,,,,,,,,,,,,,,,,,$300,$300,$300,$300,$300
Shopify,https://seaspiceresort.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.byagora.com/,no url,Germany,,EU,"$8.500,00","$1.700,00","$1.700,00",4,,,,,,,,,,,,,,,,,,,,$1.70,$1.70,$1.70,$1.70,$1.70
Shopify,https://www.b-linelife.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.himalayanhandmades.co.za/,https://www.linkedin.com/company/himalayan-handmades,South Africa,,,"$1.000,00","$200,00","$200,00",4,,,,,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200
Shopify,https://shopjp.furbo.com/,no url,Japan,,Asia,"$13.000,00","$2.600,00","$2.600,00",4,,,,,,,,,,,,,,,,,,,,$2.60,$2.60,$2.60,$2.60,$2.60
Shopify,https://www.dianascandles.com,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://a2sunglasses.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://simplyraevyn.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://wfimports.com/,no url,,Couldn't find name of country,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://repka.ua/,https://ua.linkedin.com/company/www.repka.ua,Ukraine,,,"$10.500,00","$2.100,00","$2.100,00",4,,,,,,,,,,,,,,,,,,,,$2.10,$2.10,$2.10,$2.10,$2.10
Shopify,https://harryexpresse.com/,no url,France,,EU,"$9.000,00","$1.800,00","$1.800,00",4,,,,,,,,,,,,,,,,,,,,$1.80,$1.80,$1.80,$1.80,$1.80
Magento,https://bedwintokyo.com/,no url,Japan,,Asia,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://shopagilight.com/,no url,,Website is down,,"$13.500,00","$2.700,00","$2.700,00",4,,,,,,,,,,,,,,,,,,,,$2.70,$2.70,$2.70,$2.70,$2.70
Shopify,https://eleksis.com/,https://www.linkedin.com/company/eleksis-marketing-corporation,Philippines,,,"$4.000,00","$800,00","$800,00",4,,,,,,,,,,,,,,,,,,,,$800,$800,$800,$800,$800
Shopify,https://notebeauty.co.uk/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://thecustomplate.com/,https://www.linkedin.com/company/thecustomplate,United States,,,"$3.500,00","$700,00","$700,00",4,,,,,,,,,,,,,,,,,,,,$700,$700,$700,$700,$700
Magento,https://airsoft-entrepot.fr/,https://www.linkedin.com/company/airsoft-entrepot,France,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
WooCommerce,https://dsrleasing.com/,https://www.linkedin.com/company/broker-pros-inc-dba-dsr-leasing,United States,,,"$2.500,00","$500,00","$500,00",4,,,,,,,,,,,,,,,,,,,,$500,$500,$500,$500,$500
Magento,https://israeldefensestore.com/,https://www.linkedin.com/company/hisense-ltd-,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
ThirtyBees,https://dekurkwinkel.nl/,no url,Netherlands,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://ecovoip.co.uk/,https://my.linkedin.com/company/ecovoip-ltd,United Kingdom,,EU,"$7.000,00","$1.400,00","$1.400,00",4,,,,,,,,,,,,,,,,,,,,$1.40,$1.40,$1.40,$1.40,$1.40
Magento,https://mpamp.com /,https://www.linkedin.com/company/mad-professor-amplification-ltd,Finland,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://jusmodern.com/,https://www.linkedin.com/company/just-modern-furniture,Australia,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.mmasupply.co.uk/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://paklap.pk/,https://www.linkedin.com/company/paklap-com,Pakistan,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://celeiro.pt/,https://www.linkedin.com/company/celeiro,Portugal ,,EU,"$8.000,00","$1.600,00","$1.600,00",4,,,,,,,,,,,,,,,,,,,,$1.60,$1.60,$1.60,$1.60,$1.60
Magento,https://dpsskis.com/,https://www.linkedin.com/company/dpsskis,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://racingheadservice.com/,https://www.linkedin.com/company/head-racing-engines,United States,,,"$10.000,00","$2.000,00","$2.000,00",4,,,,,,,,,,,,,,,,,,,,$2.00,$2.00,$2.00,$2.00,$2.00
Magento,https://mangasm.com/,no url,United States,,,"$10.500,00","$2.100,00","$2.100,00",4,,,,,,,,,,,,,,,,,,,,$2.10,$2.10,$2.10,$2.10,$2.10
Shopify,https://radio-on.co.uk/,https://www.linkedin.com/company/student-radio-association,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://cappusa.com/,https://www.linkedin.com/company/capp-usa,United States,,,"$9.500,00","$1.900,00","$1.900,00",4,,,,,,,,,,,,,,,,,,,,$1.90,$1.90,$1.90,$1.90,$1.90
Magento,https://vittuned.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
WooCommerce,https://doamore.com/,https://www.linkedin.com/company/do-amore,United States,,,"$4.500,00","$900,00","$900,00",4,,,,,,,,,,,,,,,,,,,,$900,$900,$900,$900,$900
PrestaShop,https://heatwavecreations.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
PrestaShop,https://highliftdoor.com/,https://www.linkedin.com/company/high-lift-door-and-dock,Canada,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.blizzardtechltd.com/,no url,United States,,,"$6.400,00","$1.300,00","$1.200,00",4,,,,,,,,,,,,,,,,,,,,$1.20,$1.30,$1.30,$1.30,$1.30
Shopify,https://www.chabi-chic.com/,no url,Morocco,,,"$4.800,00","$1.200,00","$900,00",4,,,,,,,,,,,,,,,,,,,,$1.20,$900,$900,$900,$900
Magento,https://1byone.com/,https://www.linkedin.com/company/1byone,China,,,"$4.000,00","$800,00","$800,00",4,,,,,,,,,,,,,,,,,,,,$800,$800,$800,$800,$800
Shopify,https://theinteriorco.co.uk/,https://www.linkedin.com/company/interior-co,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://blitzkriegtactical.com/,no url,United States,,,"$3.000,00","$600,00","$600,00",4,,,,,,,,,,,,,,,,,,,,$600,$600,$600,$600,$600
Shopify,https://squaredandburied.co.uk/,https://my.linkedin.com/company/squaredburied,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://trendylabels.co.uk/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://superocatering.co.uk/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://speedinc.com/,no url,United States,,,"$11.700,00","$2.400,00","$2.100,00",4,,,,,,,,,,,,,,,,,,,,$2.10,$2.40,$2.40,$2.40,$2.40
Magento,https://manhattanportage.com/,https://www.linkedin.com/company/manhattan-portage,United States,,,"$10.500,00","$2.100,00","$2.100,00",4,,,,,,,,,,,,,,,,,,,,$2.10,$2.10,$2.10,$2.10,$2.10
Magento,https://bluewaveprinting.com/,https://www.linkedin.com/company/blue-wave-printing-and-display,United States,,,"$10.800,00","$2.200,00","$2.000,00",4,,,,,,,,,,,,,,,,,,,,$2.00,$2.20,$2.20,$2.20,$2.20
Shopify,https://www.ashofancoats.co.uk/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://ejmusicpublishing.com/,https://www.linkedin.com/company/ej-music-publishing,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.fitsixapparel.com/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://cjswhyweight.ca/,no url,Canada,,,"$9.000,00","$1.800,00","$1.800,00",4,,,,,,,,,,,,,,,,,,,,$1.80,$1.80,$1.80,$1.80,$1.80
Shopify,https://www.ukwebdeals.com/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://emmeco.com/,https://www.linkedin.com/company/emmeco.com,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://onlyhearts.com/,https://www.linkedin.com/company/only-hearts,United States,,,"$8.500,00","$1.700,00","$1.700,00",4,,,,,,,,,,,,,,,,,,,,$1.70,$1.70,$1.70,$1.70,$1.70
Magento,https://barcode-arena.com/,https://www.linkedin.com/in/barcodearena/,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.dreameyelashes.co.uk/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://munuminc.com/,no url,United States,,,"$2.000,00","$400,00","$400,00",4,,,,,,,,,,,,,,,,,,,,$400,$400,$400,$400,$400
Shopify,https://dropshipperus.com/,no url,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://rt3dtech.com/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://apexbt.com/,https://www.linkedin.com/company/apexbio-technology-llc,United States,,,"$5.500,00","$1.100,00","$1.100,00",4,,,,,,,,,,,,,,,,,,,,$1.10,$1.10,$1.10,$1.10,$1.10
Magento,https://carbonfiberhoods.com/,https://www.linkedin.com/company/carbonfiberhoods-com,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://craftbeerkings.com /,https://www.linkedin.com/company/plaza-market,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
WooCommerce,https://colormemine.com/,no url,United States,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
WooCommerce,https://azgardens.com/,no url,United States,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
PrestaShop,https://shop.ennosgarage.de/,https://www.linkedin.com/company/shop.com,Germany,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
WooCommerce,https://citymuseum.org/,https://www.linkedin.com/company/city-museum,United States,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
Magento,https://gypsyville.com/,https://www.linkedin.com/company/junk-gypsy-company,United States,,,"$12.000,00","$2.400,00","$2.400,00",4,,,,,,,,,,,,,,,,,,,,$2.40,$2.40,$2.40,$2.40,$2.40
Magento,https://zapals.com/,https://www.linkedin.com/company/zapals-corporation,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://bigronline.com/,https://www.linkedin.com/company/big-r-properties-llc,United States,,,"$1.000,00","$200,00","$200,00",4,,,,,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200
Magento,https://store.smith-wesson.com/,https://www.linkedin.com/company/smith-&-wesson,United States,,,"$1.000,00","$200,00","$200,00",4,,,,,,,,,,,,,,,,,,,,$200,$200,$200,$200,$200
Shopify,https://lonolife.com/,https://www.linkedin.com/company/lonolife,Canada,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://imready.eu/,no url,Poland,,EU,"$7.000,00","$1.400,00","$1.400,00",4,,,,,,,,,,,,,,,,,,,,$1.40,$1.40,$1.40,$1.40,$1.40
ThirtyBees,https://decleo.pro/,no url,Russia,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://shopsizeusa.com/,no url,United States,,,"$2.000,00","$400,00","$400,00",4,,,,,,,,,,,,,,,,,,,,$400,$400,$400,$400,$400
Shopify,https://www.urban-warlock.com/,no url,,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.tee-saurus.com/,no url,Singapore,,,"$3.800,00","$800,00","$600,00",4,,,,,,,,,,,,,,,,,,,,$600,$800,$800,$800,$800
Shopify,https://www.raniandco.co.uk/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
WooCommerce,https://healthista.com/,https://www.linkedin.com/company/healthista-limited,United Kingdom,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
Magento,https://newbalance.co.in/,https://www.linkedin.com/company/new-balance,United States,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://genuinefred.com/,https://www.linkedin.com/company/fred-&-friends,United States,,,"$17.000,00","$3.400,00","$3.400,00",4,,,,,,,,,,,,,,,,,,,,$3.40,$3.40,$3.40,$3.40,$3.40
Magento,https://enklereliv.no/,https://www.linkedin.com/company/enklere-liv,Norway,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://manhattancomfort.com/,https://www.linkedin.com/company/manhattan-comfort,United States,,,"$10.500,00","$2.100,00","$2.100,00",4,,,,,,,,,,,,,,,,,,,,$2.10,$2.10,$2.10,$2.10,$2.10
Magento,https://shop.dyson.pl/,https://www.linkedin.com/company/dyson,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://shop.browning.com/,https://www.linkedin.com/company/browning-international,Belgium,,EU,"$13.500,00","$2.700,00","$2.700,00",4,,,,,,,,,,,,,,,,,,,,$2.70,$2.70,$2.70,$2.70,$2.70
Shopify,https://davatka.com/,no url,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.reindeerleather.com/,no url,Poland,,EU,"$4.000,00","$800,00","$800,00",4,,,,,,,,,,,,,,,,,,,,$800,$800,$800,$800,$800
Shopify,https://jsofashionshop.com/,no url,,Website is down,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
ThirtyBees,https://americanqualityhealthproducts.com/,no url,United States,,,"$6.500,00","$1.300,00","$1.300,00",4,,,,,,,,,,,,,,,,,,,,$1.30,$1.30,$1.30,$1.30,$1.30
PrestaShop,https://m-medix.com/,https://www.linkedin.com/company/micromedic-technologies-ltd-/,Israel,,,"$7.500,00","$1.500,00","$1.500,00",4,,,,,,,,,,,,,,,,,,,,$1.50,$1.50,$1.50,$1.50,$1.50
PrestaShop,https://ikapaarts.com/,no url,South Africa,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
PrestaShop,https://motherhood.com.my/,no url,Malaysia,,,"$11.500,00","$2.300,00","$2.300,00",4,,,,,,,,,,,,,,,,,,,,$2.30,$2.30,$2.30,$2.30,$2.30
Shopify,https://neuclo.com/,https://www.linkedin.com/company/neuclo,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Shopify,https://www.taigaboard.com/,no url,Canada,,,"$10.500,00","$2.100,00","$2.100,00",4,,,,,,,,,,,,,,,,,,,,$2.10,$2.10,$2.10,$2.10,$2.10
Magento,https://alexachung.com /,https://www.linkedin.com/company/alexachung,United Kingdom,,EU,"$8.500,00","$1.700,00","$1.700,00",4,,,,,,,,,,,,,,,,,,,,$1.70,$1.70,$1.70,$1.70,$1.70
Shopify,https://www.hydra-wholesale.com/,no url,,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
WooCommerce,https://homeopathyplus.com/,https://www.linkedin.com/company/homeopathy-plus,Australia,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
Shopify,https://boudoirbeautehair.com/,https://www.linkedin.com/company/boudoirbeautehair,United States,,,"$2.500,00","$500,00","$500,00",4,,,,,,,,,,,,,,,,,,,,$500,$500,$500,$500,$500
Shopify,https://kawaiibdsm.com/,no url,Portugal,,EU,"$4.000,00","$800,00","$800,00",4,,,,,,,,,,,,,,,,,,,,$800,$800,$800,$800,$800
Magento,https://gro-store.com/,no url,United Kingdom,,EU,"$700,00","$200,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$200,$200
Magento,https://brora.co.uk/,https://www.linkedin.com/company/brora-ltd,United Kingdom,,EU,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
PrestaShop,https://engelhardtschmuck.de/,no url,Germany,,EU,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
Shopify,https://www.blingdawg.net/,no url,United States,,,"$3.000,00","$600,00","$600,00",4,,,,,,,,,,,,,,,,,,,,$600,$600,$600,$600,$600
Shopify,https://www.classicshaving.com/,https://www.linkedin.com/company/classic-shaving,United States,,,"$14.000,00","$2.800,00","$2.800,00",4,,,,,,,,,,,,,,,,,,,,$2.80,$2.80,$2.80,$2.80,$2.80
Shopify,https://mremountain.eu/,no url,United States,,,"$8.500,00","$1.700,00","$1.700,00",4,,,,,,,,,,,,,,,,,,,,$1.70,$1.70,$1.70,$1.70,$1.70
Magento,https://wantedshoes.com.au/,https://www.linkedin.com/company/wanted-shoes,Australia,,,"$500,00","$100,00","$100,00",4,,,,,,,,,,,,,,,,,,,,$100,$100,$100,$100,$100
Magento,https://ketofridge.com/,no url,United States,,,"$10.900,00","$2.200,00","$2.100,00",4,,,,,,,,,,,,,,,,,,,,$2.10,$2.20,$2.20,$2.20,$2.20
PrestaShop,https://enologia-wein.de/,no url,Austria,,,"$250,00","$50,00","$50,00",4,,,,,,,,,,,,,,,,,,,,$50,$50,$50,$50,$50
